csv_row_num,actual,predicted,error,abs_error,rel_error_pct
3873,2273,2183.5605,89.43945313,89.43945313,3.934863754
607,3418.6,3508.0383,-89.43833008,89.43833008,-2.61622682
463,1394,1305.1426,88.85742188,88.85742188,6.374277036
1049,1679,1767.5626,-88.56262207,88.56262207,-5.274724364
19,1800,1887.2333,-87.23327637,87.23327637,-4.846293132
2350,579.2,665.86487,-86.66486816,86.66486816,-14.96285707
3706,3102,3015.9097,86.09033203,86.09033203,2.775316958
2106,1470.2,1384.1975,86.00249023,86.00249023,5.84971366
1617,1664,1578.6178,85.38220215,85.38220215,5.131141956
2888,1491,1406.0397,84.96032715,84.96032715,5.698211076
763,1265.2,1180.554,84.64604492,84.64604492,6.690329191
3566,1964.2,1879.6156,84.58439941,84.58439941,4.306302791
1400,1108.3,1192.8279,-84.52788086,84.52788086,-7.626805094
754,1427.6,1343.4027,84.19729004,84.19729004,5.897820821
951,1580,1663.9153,-83.9152832,83.9152832,-5.311093874
3018,1289,1372.4049,-83.40490723,83.40490723,-6.470512585
2342,1332.8,1249.5067,83.29328613,83.29328613,6.249496258
1450,896.74,980.0147,-83.27470947,83.27470947,-9.286382839
2315,933,1015.9019,-82.9019165,82.9019165,-8.885521597
181,4401,4483.752,-82.75195313,82.75195313,-1.880298867
1070,2170,2252.4124,-82.41235352,82.41235352,-3.797804309
2405,445,527.3393,-82.33929443,82.33929443,-18.50321223
2944,2421.0464,2503.2295,-82.18309219,82.18309219,-3.394527762
1731,913,830.87976,82.12023926,82.12023926,8.994549754
2305,1434,1515.5873,-81.58728027,81.58728027,-5.689489559
3507,1506,1425.3923,80.60766602,80.60766602,5.352434662
3888,1662,1742.1842,-80.1842041,80.1842041,-4.824561017
2786,9085,9004.977,80.0234375,80.0234375,0.880830352
222,3150,3070.0012,79.9987793,79.9987793,2.539643787
1851,871,950.8847,-79.88470459,79.88470459,-9.171607875
3029,1396,1475.5967,-79.59667969,79.59667969,-5.701767886
2537,423.4,502.66263,-79.26262817,79.26262817,-18.72050736
2197,449,528.1955,-79.19549561,79.19549561,-17.63819501
4080,3400,3321.7808,78.21923828,78.21923828,2.300565832
3941,682,759.33606,-77.33605957,77.33605957,-11.33959818
2104,2022.7,1945.6232,77.07683105,77.07683105,3.810591341
2992,3699,3622.0437,76.95629883,76.95629883,2.080462255
2097,908,984.1009,-76.10089111,76.10089111,-8.381155409
2323,1419,1343.2073,75.79272461,75.79272461,5.34127728
871,637,712.71686,-75.71685791,75.71685791,-11.88647691
2327,913.4,838.1358,75.26419678,75.26419678,8.240004026
881,1029,954.1636,74.83642578,74.83642578,7.272733312
1565,4721,4795.6973,-74.69726563,74.69726563,-1.582233968
265,1287,1212.7179,74.28210449,74.28210449,5.771725291
2516,1438.8,1513.0276,-74.22758789,74.22758789,-5.158992764
3598,1749,1674.8607,74.13928223,74.13928223,4.238952672
503,1343.8,1269.7217,74.07832031,74.07832031,5.512600113
3843,1960,2033.7073,-73.70727539,73.70727539,-3.760575275
1835,2205,2131.4443,73.55566406,73.55566406,3.335857781
2929,916.7328,843.4006,73.33222627,73.33222627,7.999302116
1815,2953.5,2880.8408,72.65917969,72.65917969,2.460104272
2687,477,549.5683,-72.56829834,72.56829834,-15.21347974
672,668,740.4003,-72.40032959,72.40032959,-10.83837269
470,691,762.52203,-71.52203369,71.52203369,-10.35051139
766,1868.3,1796.9661,71.33393555,71.33393555,3.818119978
2638,1217,1146.2708,70.72924805,70.72924805,5.811770587
1175,1442,1372.4148,69.58520508,69.58520508,4.825603681
481,1787,1717.6533,69.34667969,69.34667969,3.880620016
4019,1640,1571.4725,68.52746582,68.52746582,4.178504013
4083,2080,2011.6171,68.38293457,68.38293457,3.287641085
2349,669.3,737.3014,-68.0013916,68.0013916,-10.16007644
3954,1080,1147.962,-67.96203613,67.96203613,-6.292781123
3603,1377,1309.4688,67.53125,67.53125,4.904230211
2355,825.2,892.31726,-67.11726074,67.11726074,-8.133453798
513,863,796.4652,66.53479004,66.53479004,7.709709159
811,1093,1027.5128,65.48718262,65.48718262,5.991508016
1582,2051,2116.1545,-65.15454102,65.15454102,-3.176720674
3163,2440,2375.69,64.31005859,64.31005859,2.635658139
98,3635,3571.75,63.25,63.25,1.74002751
2923,906.9472,969.81494,-62.86774141,62.86774141,-6.931797287
2470,1780,1842.135,-62.13500977,62.13500977,-3.490730886
3963,5578,5516.104,61.89599609,61.89599609,1.109644964
1940,609,547.5393,61.46069336,61.46069336,10.09206788
2439,452.9,514.01526,-61.11525879,61.11525879,-13.49420596
3178,2200,2261.0803,-61.08032227,61.08032227,-2.776378285
3605,1350,1289.0363,60.96374512,60.96374512,4.515832972
179,1002,1062.7114,-60.71142578,60.71142578,-6.059024529
1431,1913.5,1853.0613,60.4387207,60.4387207,3.158543021
2479,956.63,896.28143,60.34856689,60.34856689,6.308454355
1003,2080,2139.8804,-59.88037109,59.88037109,-2.878863995
2411,761,701.14246,59.85754395,59.85754395,7.865643094
1817,2821.2,2880.8408,-59.64082031,59.64082031,-2.114023122
3570,3038.9,3098.432,-59.53188477,59.53188477,-1.95899453
2253,176,235.25195,-59.25195313,59.25195313,-33.66588246
1076,2695,2753.7783,-58.77832031,58.77832031,-2.181013741
198,1197.5,1138.9106,58.58935547,58.58935547,4.892639288
1019,1278,1336.1542,-58.1541748,58.1541748,-4.550404914
1161,1682.94,1624.8943,58.04571289,58.04571289,3.449066092
3957,1657,1599.165,57.83496094,57.83496094,3.490341638
2312,763,820.55426,-57.55426025,57.55426025,-7.543153375
3517,1377,1319.5088,57.49121094,57.49121094,4.175106096
1291,750,807.11426,-57.11425781,57.11425781,-7.615234375
2170,690,632.9795,57.02050781,57.02050781,8.263841712
1981,1150.8,1093.9053,56.89472656,56.89472656,4.943928273
3680,2242,2298.78,-56.7800293,56.7800293,-2.532561521
1652,1570,1513.5211,56.47888184,56.47888184,3.597381009
3437,2789,2732.5684,56.43164063,56.43164063,2.023364669
2678,1431,1487.331,-56.33105469,56.33105469,-3.936481809
3576,1139,1083.0154,55.98461914,55.98461914,4.91524312
3858,676,731.3704,-55.37042236,55.37042236,-8.190890882
2636,2072.74,2127.9895,-55.24950195,55.24950195,-2.66552978
1844,860,915.15784,-55.15783691,55.15783691,-6.413701967
978,1388.2,1333.1033,55.09672852,55.09672852,3.968933044
3165,2500,2445.5022,54.49780273,54.49780273,2.179912109
3516,1385,1330.504,54.49597168,54.49597168,3.934727197
3631,2701.6,2755.6475,-54.04746094,54.04746094,-2.000572288
256,1320,1374.0408,-54.04077148,54.04077148,-4.09399784
1311,1332,1277.965,54.03503418,54.03503418,4.056684248
95,3315.9,3369.297,-53.39711914,53.39711914,-1.61033563
1790,739.8,686.96173,52.83826904,52.83826904,7.142236962
258,1430,1377.343,52.65698242,52.65698242,3.682306463
300,1350,1297.7422,52.2578125,52.2578125,3.870949074
3492,670.41,618.33624,52.07375732,52.07375732,7.76744937
4048,814,762.39154,51.60845947,51.60845947,6.340105586
1458,928.77,980.0147,-51.24470947,51.24470947,-5.517481128
2309,1602,1653.1172,-51.1171875,51.1171875,-3.190835674
3468,1098,1148.8376,-50.83764648,50.83764648,-4.630022448
185,3081,3030.3652,50.63476563,50.63476563,1.643452309
819,477,526.9814,-49.98138428,49.98138428,-10.47827763
1777,840,889.82574,-49.82574463,49.82574463,-5.931636265
2059,1929,1879.3524,49.64758301,49.64758301,2.573747175
3561,1679.1,1629.7114,49.38857422,49.38857422,2.941371819
845,384,334.62936,49.37063599,49.37063599,12.85693645
2316,1000,1049.2717,-49.27172852,49.27172852,-4.927172852
2508,1546.4,1595.4775,-49.07753906,49.07753906,-3.173663933
1994,1280.7,1329.4044,-48.70441895,48.70441895,-3.80295299
3252,598,646.0686,-48.06860352,48.06860352,-8.038228013
172,1213.5,1261.4535,-47.95349121,47.95349121,-3.951668003
2789,996,1043.669,-47.66894531,47.66894531,-4.786038686
272,1659,1611.9509,47.04907227,47.04907227,2.835989889
3471,1139,1091.999,47.00097656,47.00097656,4.126512429
3581,1100,1146.8158,-46.8157959,46.8157959,-4.255981445
1224,509,463.0204,45.97961426,45.97961426,9.033323037
2970,1767.5,1721.7682,45.73181152,45.73181152,2.587372646
2814,1872,1826.4883,45.51171875,45.51171875,2.431181557
69,2145,2189.9421,-44.94213867,44.94213867,-2.0952046
2318,1277,1321.8702,-44.87023926,44.87023926,-3.51372273
3393,1428.32,1473.0665,-44.74652832,44.74652832,-3.132808357
2762,701.9,746.5415,-44.64150391,44.64150391,-6.360094587
3073,1129,1084.6248,44.37524414,44.37524414,3.930491066
601,1643.4,1599.1359,44.26413574,44.26413574,2.693448688
1943,511,466.94995,44.05004883,44.05004883,8.620361806
2438,589.3,545.7894,43.51057129,43.51057129,7.383433105
950,936.5,893.37866,43.12133789,43.12133789,4.604520864
1177,1582,1538.8928,43.10717773,43.10717773,2.724853207
2249,229,186.19229,42.80770874,42.80770874,18.69332259
2321,1345,1302.7935,42.20654297,42.20654297,3.138032934
2400,768.9,727.3133,41.58670654,41.58670654,5.408597548
3847,2175,2133.6123,41.38769531,41.38769531,1.902882543
3781,1863.2635,1904.5773,-41.31377051,41.31377051,-2.217280085
805,1240,1198.9071,41.09289551,41.09289551,3.313943186
467,1514,1555.0614,-41.06140137,41.06140137,-2.712113697
3723,3429,3388.234,40.76611328,40.76611328,1.188863029
2498,2199.5,2158.7678,40.73217773,40.73217773,1.851883507
3025,1854,1894.7146,-40.71459961,40.71459961,-2.196040971
2927,886.4864,845.80457,40.68183457,40.68183457,4.589109835
4081,3350,3309.326,40.67407227,40.67407227,1.214151411
1740,356.2,396.6314,-40.43140869,40.43140869,-11.35076044
301,1340,1299.7543,40.24572754,40.24572754,3.003412503
1547,921,960.3723,-39.37231445,39.37231445,-4.274952709
1743,436,396.6314,39.36859131,39.36859131,9.029493419
1438,2009.4,1970.0355,39.36447754,39.36447754,1.959016499
3688,1116,1076.7996,39.20043945,39.20043945,3.51258418
3156,2360,2321.1938,38.80615234,38.80615234,1.644328489
3859,715,676.2791,38.72088623,38.72088623,5.415508564
1423,2008.7,1970.0355,38.66447754,38.66447754,1.924850776
1489,550,511.5315,38.46850586,38.46850586,6.994273793
1738,358.6,396.6314,-38.03140869,38.03140869,-10.6055239
899,308.25,270.53677,37.71322632,37.71322632,12.2346233
229,1959,1921.4124,37.58764648,37.58764648,1.918716002
1490,474,511.5315,-37.53149414,37.53149414,-7.918036739
814,568,604.71545,-36.7154541,36.7154541,-6.463988398
1612,1585,1548.5734,36.42663574,36.42663574,2.298210457
2911,2056,2019.6772,36.32275391,36.32275391,1.76667091
141,2023,1986.8998,36.10021973,36.10021973,1.784489359
3863,1098,1061.9586,36.04138184,36.04138184,3.282457362
2140,1989.86,2025.5565,-35.69651855,35.69651855,-1.793921108
2959,640.512,676.1137,-35.6017085,35.6017085,-5.558320296
3673,466,430.52576,35.47424316,35.47424316,7.612498533
2686,896,930.62463,-34.62463379,34.62463379,-3.86435645
2476,684.45,650.0336,34.41636963,34.41636963,5.028324878
748,383.4,417.34995,-33.94994507,33.94994507,-8.854967415
2681,582,615.6068,-33.60681152,33.60681152,-5.774366241
546,257.5,224.1937,33.30630493,33.30630493,12.93448735
678,742,775.2558,-33.25579834,33.25579834,-4.481913523
2702,1200,1233.1436,-33.14355469,33.14355469,-2.761962891
1594,996,962.8695,33.13049316,33.13049316,3.326354735
1918,956.23,923.2155,33.01448486,33.01448486,3.45256736
1414,1370,1402.8927,-32.8927002,32.8927002,-2.400927022
1077,2721,2753.7783,-32.77832031,32.77832031,-1.204642422
3917,2567,2534.4243,32.57568359,32.57568359,1.26901767
3182,2350,2382.1772,-32.17724609,32.17724609,-1.369244515
659,1002.4,970.31445,32.08554687,32.08554687,3.200872593
240,1068,1099.6299,-31.62988281,31.62988281,-2.961599514
3782,1873.07015,1904.5773,-31.50712051,31.50712051,-1.682111079
753,1374.7,1343.4027,31.29729004,31.29729004,2.276663275
3533,1137.5,1106.4491,31.05090332,31.05090332,2.729749742
2149,1810.94,1780.1853,30.75469727,30.75469727,1.698272569
2214,444.5,475.2302,-30.73019409,30.73019409,-6.913429492
3397,1982.2,2012.8925,-30.69245605,30.69245605,-1.548403595
2967,1499.5,1530.0519,-30.55187988,30.55187988,-2.037471149
122,1214,1244.4952,-30.49523926,30.49523926,-2.511963695
213,970,939.686,30.31402588,30.31402588,3.125157307
3477,1398,1427.9868,-29.98681641,29.98681641,-2.144979714
1791,675,704.6355,-29.63549805,29.63549805,-4.390444155
2521,980,950.368,29.63201904,29.63201904,3.023675413
2519,981.5,1010.9226,-29.42260742,29.42260742,-2.997718535
333,1580,1609.0045,-29.0045166,29.0045166,-1.835728899
2173,830,801.1831,28.81689453,28.81689453,3.471915004
600,2509.2,2480.5107,28.68925781,28.68925781,1.143362738
2542,617.4,589.11255,28.28745117,28.28745117,4.581705729
844,340,311.8287,28.17129517,28.17129517,8.285675049
2527,929.04,957.19257,-28.15256592,28.15256592,-3.030285662
2531,617.4,589.5158,27.88419189,27.88419189,4.516390006
778,222.46,194.58688,27.87311646,27.87311646,12.52949584
2213,656,628.1453,27.85467529,27.85467529,4.246139526
323,774,746.25006,27.74993896,27.74993896,3.585263432
954,1215.5,1187.8025,27.69750977,27.69750977,2.2786927
3216,576.5,548.93945,27.56054688,27.56054688,4.780667281
242,1118,1145.4943,-27.4942627,27.4942627,-2.459236377
1029,2323.8,2351.118,-27.31791992,27.31791992,-1.175571044
3220,805,777.79065,27.20935059,27.20935059,3.380043551
2229,248,221.20108,26.79891968,26.79891968,10.806016
175,814,787.209,26.79101563,26.79101563,3.291279561
1696,3194,3167.656,26.34399414,26.34399414,0.82479631
553,484,510.25034,-26.25033569,26.25033569,-5.423623077
2955,998.1312,1024.2653,-26.13405879,26.13405879,-2.618298956
3489,540.96,514.8603,26.09970947,26.09970947,4.824702283
268,1469,1495.0624,-26.06237793,26.06237793,-1.77415779
1301,2052,2078.0425,-26.04248047,26.04248047,-1.269126728
2488,1399,1373.5808,25.41918945,25.41918945,1.816954214
416,1931.81,1957.2004,-25.39043945,25.39043945,-1.314334197
3255,819,843.8869,-24.88690186,24.88690186,-3.038693755
2650,600,624.776,-24.77600098,24.77600098,-4.129333496
3699,1074,1098.4612,-24.46118164,24.46118164,-2.277577434
2101,1297.5,1321.7708,-24.27075195,24.27075195,-1.870578185
2693,1460,1484.23,-24.22998047,24.22998047,-1.659587703
1846,891,915.15784,-24.15783691,24.15783691,-2.711317274
1668,1393,1417.1195,-24.11950684,24.11950684,-1.731479313
2234,501,477.04697,23.95303345,23.95303345,4.7810446
241,1093,1116.766,-23.76599121,23.76599121,-2.17438163
840,281,304.71024,-23.7102356,23.7102356,-8.437806262
2336,899.8,876.8293,22.97071533,22.97071533,2.552869008
813,582,604.71545,-22.7154541,22.7154541,-3.902998987
3213,448.5,471.157,-22.65701294,22.65701294,-5.051730867
2652,1141.8,1119.1713,22.62873535,22.62873535,1.981847552
3942,3568,3590.5374,-22.53735352,22.53735352,-0.631652285
1866,4423,4400.6113,22.38867188,22.38867188,0.506187472
3693,1023,1000.82434,22.17565918,22.17565918,2.16770862
4039,1955,1933.2283,21.77172852,21.77172852,1.113643402
757,1427.5,1449.2146,-21.71459961,21.71459961,-1.521162845
3474,1065,1086.6716,-21.67163086,21.67163086,-2.034894916
2507,1617.1,1595.4775,21.62246094,21.62246094,1.337113409
3604,1387,1365.4128,21.5871582,21.5871582,1.556392084
3503,1433,1411.571,21.42895508,21.42895508,1.495391143
3351,2200,2221.2688,-21.26879883,21.26879883,-0.966763583
3439,425.7541342,446.85083,-21.09669588,21.09669588,-4.955135883
3921,2572,2551.0276,20.97241211,20.97241211,0.815412601
3038,1535,1514.1816,20.81835938,20.81835938,1.35624491
3691,1040,1019.23334,20.7666626,20.7666626,1.996794481
3218,569.5,548.93945,20.56054688,20.56054688,3.610280399
1262,875,854.6079,20.39208984,20.39208984,2.330524554
2459,644.33,664.66956,-20.33955566,20.33955566,-3.156698534
3332,1648,1668.2627,-20.26269531,20.26269531,-1.229532483
3429,3073,3092.7874,-19.78735352,19.78735352,-0.643909974
434,1288,1268.2749,19.72509766,19.72509766,1.531451681
4000,948,928.458,19.54199219,19.54199219,2.061391581
866,1256.33,1275.7493,-19.41926758,19.41926758,-1.545713911
259,1452,1432.6492,19.35083008,19.35083008,1.332701796
1793,719.4,700.1281,19.27188721,19.27188721,2.678883404
3841,1185,1204.1897,-19.18969727,19.18969727,-1.619383735
3192,3200,3219.0833,-19.08325195,19.08325195,-0.596351624
3254,627,646.0686,-19.06860352,19.06860352,-3.04124458
1968,1433.3,1414.2618,19.03815918,19.03815918,1.328274554
2414,438,419.03473,18.965271,18.965271,4.329970547
101,1578,1596.8058,-18.80578613,18.80578613,-1.191748171
895,283.66,302.29456,-18.63455566,18.63455566,-6.56932795
1419,1871.5,1853.0613,18.4387207,18.4387207,0.985237548
2419,1142,1160.3086,-18.30859375,18.30859375,-1.603204356
1409,625,643.1155,-18.11547852,18.11547852,-2.898476563
556,528,510.25034,17.74966431,17.74966431,3.361678846
1427,1987.6,1970.0355,17.56447754,17.56447754,0.883702835
800,378.28,360.74478,17.53521851,17.53521851,4.635512981
1625,1761,1743.5887,17.41125488,17.41125488,0.988714076
2920,4198,4215.2495,-17.24951172,17.24951172,-0.410898326
1098,800,816.8304,-16.8303833,16.8303833,-2.103797913
168,804,787.209,16.79101563,16.79101563,2.088434779
1899,474.72,491.3398,-16.61981323,16.61981323,-3.50097178
3370,1390,1406.5942,-16.59423828,16.59423828,-1.193830092
253,1128,1144.5033,-16.5032959,16.5032959,-1.463058147
3212,455,471.157,-16.15701294,16.15701294,-3.550991855
3865,1078,1061.9586,16.04138184,16.04138184,1.488068816
1810,925,909.247,15.75299072,15.75299072,1.703026024
353,2350,2334.33,15.66992188,15.66992188,0.666805186
2585,345.9,361.5323,-15.6322876,15.6322876,-4.519308354
684,820,804.38873,15.61126709,15.61126709,1.90381306
3247,580.5,565.1068,15.39318848,15.39318848,2.651712055
1173,1533,1548.3615,-15.3614502,15.3614502,-1.002051546
682,455,439.73032,15.26968384,15.26968384,3.35597447
3194,400,384.74265,15.25735474,15.25735474,3.814338684
2611,841,856.07086,-15.07086182,15.07086182,-1.792016863
905,255.56,270.53677,-14.97677368,14.97677368,-5.860374738
787,344.96,359.78415,-14.82414917,14.82414917,-4.297353076
1501,6181.1,6166.383,14.7171875,14.7171875,0.238099812
126,709,694.381,14.61901855,14.61901855,2.061920812
327,841,826.4952,14.50482178,14.50482178,1.72471127
2674,1245,1230.5409,14.45910645,14.45910645,1.161374012
1747,410.3,396.6314,13.66859131,13.66859131,3.331365174
3496,629.16,615.76794,13.39205566,13.39205566,2.128561203
3200,366.5,379.89203,-13.39202881,13.39202881,-3.654032417
2262,135,148.14851,-13.14851379,13.14851379,-9.739639847
2529,458.64,445.5209,13.11909546,13.11909546,2.86043421
598,1016,1003.246,12.75402832,12.75402832,1.255317748
1165,3148.5,3161.246,-12.74609375,12.74609375,-0.404830673
2594,967.3,954.6778,12.62220459,12.62220459,1.304890374
27,1900,1887.6833,12.31665039,12.31665039,0.648244757
820,515,527.17413,-12.1741333,12.1741333,-2.363909379
3903,1773,1760.8303,12.16967773,12.16967773,0.686389043
2142,1031.92,1019.88525,12.03474609,12.03474609,1.166247974
833,215,203.3462,11.65379333,11.65379333,5.420368993
1900,500.35,511.65564,-11.30563965,11.30563965,-2.259546247
1429,1864.2,1853.0613,11.1387207,11.1387207,0.597506743
136,806.9,795.89197,11.00803223,11.00803223,1.36423748
10,3601,3611.6995,-10.69946289,10.69946289,-0.297124768
2227,320,330.69458,-10.69458008,10.69458008,-3.342056274
873,637,626.446,10.55401611,10.55401611,1.656831415
883,1078,1088.4302,-10.43017578,10.43017578,-0.967548774
1904,566.31,555.9566,10.353396,10.353396,1.828220585
3508,1511,1500.7943,10.20568848,10.20568848,0.675426107
2006,1580.9,1591.0803,-10.18032227,10.18032227,-0.643957383
1920,667.23,677.31213,-10.08213379,10.08213379,-1.511043237
1655,1165,1155.0061,9.993896484,9.993896484,0.857845192
2244,322,331.8982,-9.898193359,9.898193359,-3.073973093
3664,1560,1569.8638,-9.863769531,9.863769531,-0.632292919
3228,538,528.68964,9.31036377,9.31036377,1.730550887
432,5319,5309.9375,9.0625,9.0625,0.170379771
2431,402.8,393.7522,9.047802734,9.047802734,2.246227094
2545,407.7,416.6667,-8.966687012,8.966687012,-2.199334563
2243,323,331.8982,-8.898193359,8.898193359,-2.754858625
324,805,796.15686,8.843139648,8.843139648,1.098526664
3453,514.7303213,523.56396,-8.833643544,8.833643544,-1.71616926
2532,431.2,422.40445,8.795550537,8.795550537,2.039784447
2477,549.47,540.7249,8.745085449,8.745085449,1.591549211
2291,1212,1203.2948,8.705200195,8.705200195,0.718250841
1766,820,811.3681,8.631896973,8.631896973,1.052670363
2482,1833.74,1842.135,-8.395009766,8.395009766,-0.457808073
3485,517.23,508.9289,8.301105957,8.301105957,1.604915793
14,3620,3611.6995,8.300537109,8.300537109,0.229296605
3394,1679.42,1687.5686,-8.148603516,8.148603516,-0.485203434
293,1342,1350.1438,-8.143798828,8.143798828,-0.606840449
831,183,174.97997,8.02003479,8.02003479,4.382532672
2641,1123,1115.0898,7.91015625,7.91015625,0.704377226
2320,1319,1326.7079,-7.707885742,7.707885742,-0.584373445
176,708.5,701.08093,7.419067383,7.419067383,1.04715136
334,2076,2068.601,7.398925781,7.398925781,0.356402976
186,3800,3792.6345,7.365478516,7.365478516,0.193828382
792,213.64,220.86583,-7.225829468,7.225829468,-3.382245585
2922,937.6384,944.8517,-7.21328457,7.21328457,-0.769303451
2453,383.02,375.82904,7.190959473,7.190959473,1.877437072
3198,379.5,372.33078,7.169219971,7.169219971,1.889122522
356,2700,2692.8413,7.158691406,7.158691406,0.265136719
1059,2158,2150.9492,7.05078125,7.05078125,0.326727583
2416,591.5,584.55707,6.942932129,6.942932129,1.173783961
1649,2739,2732.1099,6.890136719,6.890136719,0.251556653
3189,3100,3106.7908,-6.790771484,6.790771484,-0.219057145
2261,156,149.53946,6.460540771,6.460540771,4.141372289
2242,338,331.8982,6.101806641,6.101806641,1.805268237
1178,1533,1538.8928,-5.892822266,5.892822266,-0.38439806
2215,650.6,644.72626,5.873742676,5.873742676,0.902819348
3211,465.5,471.157,-5.657012939,5.657012939,-1.215255196
3938,381.4,386.95584,-5.555841064,5.555841064,-1.456696661
3240,809,803.53375,5.466247559,5.466247559,0.67567955
3946,877,882.287,-5.286987305,5.286987305,-0.60284918
746,549.4,554.6268,-5.22677002,5.22677002,-0.951359669
2511,1080.7,1085.6685,-4.968457031,4.968457031,-0.459744335
1027,2346.2,2351.118,-4.917919922,4.917919922,-0.209612135
3408,1871,1866.3523,4.647705078,4.647705078,0.24840754
3049,3800,3804.5964,-4.596435547,4.596435547,-0.12095883
1008,7566,7570.544,-4.543945313,4.543945313,-0.060057432
3494,676.59,672.0679,4.522128906,4.522128906,0.668370639
3275,803,798.68317,4.316833496,4.316833496,0.537588231
3227,533,528.68964,4.31036377,4.31036377,0.808698643
789,352.8,348.65887,4.141125488,4.141125488,1.173788404
1928,771.45,767.45703,3.99296875,3.99296875,0.517592683
3430,3050,3046.0728,3.927246094,3.927246094,0.128762167
3937,390.7,386.95584,3.744158936,3.744158936,0.95832069
818,896,892.3764,3.623596191,3.623596191,0.404419218
231,1925,1921.4124,3.587646484,3.587646484,0.186371246
3324,1366,1369.4077,-3.407714844,3.407714844,-0.24946668
2361,1650,1653.3964,-3.396362305,3.396362305,-0.20584014
1260,5638.09,5641.3916,-3.301601562,3.301601562,-0.058558866
2554,484.2,487.38623,-3.186230469,3.186230469,-0.658040163
2480,743.52,740.473,3.046977539,3.046977539,0.409804382
1054,1857,1854.038,2.962036133,2.962036133,0.159506523
1066,2142,2139.0469,2.953125,2.953125,0.137867647
3320,1283,1285.9054,-2.905395508,2.905395508,-0.226453274
3778,504.7,502.19592,2.504077148,2.504077148,0.496151605
695,338,335.66766,2.332336426,2.332336426,0.690040363
2256,184,181.77162,2.228378296,2.228378296,1.211075161
1408,641,643.1155,-2.115478516,2.115478516,-0.33002785
326,801,803.10126,-2.101257324,2.101257324,-0.262329254
2557,365.7,367.65482,-1.954815674,1.954815674,-0.534540791
2408,597,595.139,1.861022949,1.861022949,0.311729137
3055,2314,2315.2314,-1.231445313,1.231445313,-0.05321717
2012,1535.1,1533.9675,1.132470703,1.132470703,0.073771787
867,100.44,101.48778,-1.04777771,1.04777771,-1.043187684
2581,352.6,351.6484,0.951593018,0.951593018,0.269878905
804,1519,1519.3506,-0.350585938,0.350585938,-0.023080049
3668,537,537.1551,-0.155090332,0.155090332,-0.028880881
3128,1693,1693.0848,-0.084838867,0.084838867,-0.005011156
